"Contig" "Length" "Chromosome_Position"
"Chr1_supercontig_000000597" 19753 606040937
"Chr1_supercontig_000000598" 94401 606135338
"Chr1_supercontig_000000599" 78028 606213366
"Chr1_supercontig_000000600" 77028 606290394
"Chr1_supercontig_000000601" 185246 606475640
"Chr1_supercontig_000000602" 121977 606597617
"Chr1_supercontig_000000603" 60299 606657916
"Chr1_supercontig_000000604" 97584 606755500
"Chr1_supercontig_000000605" 60391 606815891
"Chr1_supercontig_000000606" 189299 607005190
"Chr1_supercontig_000000607" 107194 607112384
"Chr1_supercontig_000000608" 86176 607198560
"Chr1_supercontig_000000609" 15265 607213825
"Chr1_supercontig_000000610" 23043 607236868
"Chr1_supercontig_000000611" 14029 607250897
"Chr1_supercontig_000000612" 62871 607313768
"Chr1_supercontig_000000613" 17342 607331110
"Chr1_supercontig_000000614" 230615 607561725
"Chr1_supercontig_000000615" 44109 607605834
"Chr1_supercontig_000000616" 107297 607713131
"Chr1_supercontig_000000617" 79336 607792467
"Chr1_supercontig_000000618" 1331 607793798
"Chr1_supercontig_000000619" 203269 607997067
"Chr1_supercontig_000000620" 29761 608026828
"Chr1_supercontig_000000621" 70897 608097725
"Chr1_supercontig_000000622" 215407 608313132
"Chr1_supercontig_000000623" 169549 608482681
"Chr1_supercontig_000000624" 61060 608543741
"Chr1_supercontig_000000625" 95827 608639568
"Chr1_supercontig_000000626" 65848 608705416
"Chr1_supercontig_000000627" 67376 608772792
"Chr1_supercontig_000000628" 27355 608800147
"Chr1_supercontig_000000629" 219483 609019630
"Chr1_supercontig_000000630" 241994 609261624
"Chr1_supercontig_000000631" 41688 609303312
"Chr1_supercontig_000000632" 152547 609455859
"Chr1_supercontig_000000633" 21018 609476877
"Chr1_supercontig_000000634" 266450 609743327
"Chr1_supercontig_000000635" 3989 609747316
"Chr1_supercontig_000000636" 98864 609846180
"Chr1_supercontig_000000637" 45254 609891434
"Chr1_supercontig_000000638" 85902 609977336
"Chr1_supercontig_000000639" 49409 610026745
"Chr1_supercontig_000000640" 87987 610114732
"Chr1_supercontig_000000641" 18675 610133407
"Chr1_supercontig_000000642" 43587 610176994
"Chr1_supercontig_000000643" 307594 610484588
"Chr1_supercontig_000000644" 137957 610622545
"Chr1_supercontig_000000645" 56570 610679115
"Chr1_supercontig_000000646" 133178 610812293
"Chr1_supercontig_000000647" 162260 610974553
"Chr1_supercontig_000000648" 51811 611026364
"Chr1_supercontig_000000649" 63584 611089948
"Chr1_supercontig_000000650" 25706 611115654
"Chr1_supercontig_000000651" 68140 611183794
"Chr1_supercontig_000000652" 22055 611205849
"Chr1_supercontig_000000653" 37626 611243475
"Chr1_supercontig_000000654" 39933 611283408
"Chr1_supercontig_000000655" 255883 611539291
"Chr1_supercontig_000000656" 182435 611721726
"Chr1_supercontig_000000657" 133623 611855349
"Chr1_supercontig_000000658" 40500 611895849
"Chr1_supercontig_000000659" 165050 612060899
"Chr1_supercontig_000000660" 14905 612075804
"Chr1_supercontig_000000661" 123127 612198931
"Chr1_supercontig_000000662" 27549 612226480
"Chr1_supercontig_000000663" 20180 612246660
"Chr1_supercontig_000000664" 134810 612381470
"Chr1_supercontig_000000665" 269103 612650573
"Chr1_supercontig_000000666" 31026 612681599
"Chr1_supercontig_000000667" 47179 612728778
"Chr1_supercontig_000000668" 26653 612755431
"Chr1_supercontig_000000669" 103969 612859400
"Chr1_supercontig_000000670" 22178 612881578
"Chr1_supercontig_000000671" 60764 612942342
"Chr1_supercontig_000000672" 42886 612985228
"Chr1_supercontig_000000673" 92190 613077418
"Chr1_supercontig_000000674" 87207 613164625
"Chr1_supercontig_000000675" 85813 613250438
"Chr1_supercontig_000000676" 15335 613265773
"Chr1_supercontig_000000677" 81592 613347365
"Chr1_supercontig_000000678" 28159 613375524
"Chr1_supercontig_000000679" 11048 613386572
"Chr1_supercontig_000000680" 77587 613464159
"Chr1_supercontig_000000681" 61737 613525896
"Chr1_supercontig_000000682" 179414 613705310
"Chr1_supercontig_000000683" 31462 613736772
"Chr1_supercontig_000000684" 161862 613898634
"Chr1_supercontig_000000685" 42610 613941244
"Chr1_supercontig_000000686" 42580 613983824
"Chr1_supercontig_000000687" 14296 613998120
"Chr1_supercontig_000000688" 182933 614181053
"Chr1_supercontig_000000689" 28740 614209793
"Chr1_supercontig_000000690" 12301 614222094
"Chr1_supercontig_000000691" 52376 614274470
"Chr1_supercontig_000000692" 27866 614302336
"Chr1_supercontig_000000693" 49506 614351842
"Chr1_supercontig_000000694" 91514 614443356
"Chr1_supercontig_000000695" 119108 614562464
"Chr1_supercontig_000000696" 73776 614636240
"Chr1_supercontig_000000697" 52573 614688813
"Chr1_supercontig_000000698" 40693 614729506
"Chr1_supercontig_000000699" 178595 614908101
"Chr1_supercontig_000000700" 153281 615061382
"Chr1_supercontig_000000701" 47340 615108722
"Chr1_supercontig_000000702" 87427 615196149
"Chr1_supercontig_000000703" 175125 615371274
"Chr1_supercontig_000000704" 5269 615376543
"Chr1_supercontig_000000705" 52661 615429204
"Chr1_supercontig_000000706" 67158 615496362
"Chr1_supercontig_000000707" 137282 615633644
"Chr1_supercontig_000000708" 41370 615675014
"Chr1_supercontig_000000709" 35876 615710890
"Chr1_supercontig_000000710" 222007 615932897
"Chr1_supercontig_000000711" 76902 616009799
"Chr1_supercontig_000000712" 12005 616021804
"Chr1_supercontig_000000713" 53300 616075104
"Chr1_supercontig_000000714" 103843 616178947
"Chr1_supercontig_000000715" 92936 616271883
"Chr1_supercontig_000000716" 36705 616308588
"Chr1_supercontig_000000717" 151831 616460419
"Chr1_supercontig_000000718" 34638 616495057
"Chr1_supercontig_000000719" 45959 616541016
"Chr1_supercontig_000000720" 72454 616613470
"Chr1_supercontig_000000721" 44521 616657991
"Chr1_supercontig_000000722" 11442 616669433
"Chr1_supercontig_000000723" 160625 616830058
"Chr1_supercontig_000000724" 26778 616856836
"Chr1_supercontig_000000725" 81317 616938153
"Chr1_supercontig_000000726" 41393 616979546
"Chr1_supercontig_000000727" 147177 617126723
"Chr1_supercontig_000000728" 30895 617157618
"Chr1_supercontig_000000729" 107899 617265517
"Chr1_supercontig_000000730" 26357 617291874
"Chr1_supercontig_000000731" 140007 617431881
"Chr1_supercontig_000000732" 50056 617481937
"Chr1_supercontig_000000733" 62458 617544395
"Chr1_supercontig_000000734" 66496 617610891
"Chr1_supercontig_000000735" 525289 618136180
"Chr1_supercontig_000000736" 44861 618181041
"Chr1_supercontig_000000737" 11272 618192313
"Chr1_supercontig_000000738" 59407 618251720
"Chr1_supercontig_000000739" 144450 618396170
"Chr1_supercontig_000000740" 56161 618452331
"Chr1_supercontig_000000741" 73506 618525837
"Chr1_supercontig_000000742" 43940 618569777
"Chr1_supercontig_000000743" 34818 618604595
"Chr1_supercontig_000000744" 178133 618782728
"Chr1_supercontig_000000745" 53540 618836268
"Chr1_supercontig_000000746" 81097 618917365
"Chr1_supercontig_000000747" 66508 618983873
"Chr1_supercontig_000000748" 14444 618998317
"Chr1_supercontig_000000749" 87893 619086210
"Chr1_supercontig_000000750" 47885 619134095
"Chr1_supercontig_000000751" 9643 619143738
"Chr1_supercontig_000000752" 53846 619197584
"Chr1_supercontig_000000753" 127208 619324792
"Chr1_supercontig_000000754" 117316 619442108
"Chr1_supercontig_000000755" 40317 619482425
"Chr1_supercontig_000000756" 100761 619583186
"Chr1_supercontig_000000757" 98980 619682166
"Chr1_supercontig_000000758" 63131 619745297
"Chr1_supercontig_000000759" 40501 619785798
"Chr1_supercontig_000000760" 21709 619807507
"Chr1_supercontig_000000761" 26183 619833690
"Chr1_supercontig_000000762" 36045 619869735
"Chr1_supercontig_000000763" 75890 619945625
"Chr1_supercontig_000000764" 40149 619985774
"Chr1_supercontig_000000765" 61358 620047132
"Chr1_supercontig_000000766" 41295 620088427
"Chr1_supercontig_000000767" 188724 620277151
"Chr1_supercontig_000000768" 5076 620282227
"Chr1_supercontig_000000769" 46509 620328736
"Chr1_supercontig_000000770" 30455 620359191
"Chr1_supercontig_000000771" 55052 620414243
"Chr1_supercontig_000000772" 112781 620527024
"Chr1_supercontig_000000773" 37433 620564457
"Chr1_supercontig_000000774" 72955 620637412
"Chr1_supercontig_000000775" 48453 620685865
"Chr1_supercontig_000000776" 260052 620945917
"Chr1_supercontig_000000777" 118644 621064561
"Chr1_supercontig_000000778" 48938 621113499
"Chr1_supercontig_000000779" 65168 621178667
"Chr1_supercontig_000000780" 55348 621234015
"Chr1_supercontig_000000781" 238110 621472125
"Chr1_supercontig_000000782" 13964 621486089
"Chr1_supercontig_000000783" 37155 621523244
"Chr1_supercontig_000000784" 8562 621531806
"Chr1_supercontig_000000785" 15614 621547420
"Chr1_supercontig_000000786" 27685 621575105
"Chr1_supercontig_000000787" 140105 621715210
"Chr1_supercontig_000000788" 57556 621772766
"Chr1_supercontig_000000789" 91893 621864659
"Chr1_supercontig_000000790" 91926 621956585
"Chr1_supercontig_000000791" 116662 622073247
"Chr1_supercontig_000000792" 98655 622171902
"Chr1_supercontig_000000793" 34239 622206141
"Chr1_supercontig_000000794" 53311 622259452
"Chr1_supercontig_000000795" 88105 622347557
"Chr1_supercontig_000000796" 102687 622450244
"Chr1_supercontig_000000797" 80493 622530737
"Chr1_supercontig_000000798" 23015 622553752
"Chr1_supercontig_000000799" 14559 622568311
"Chr1_supercontig_000000800" 160769 622729080
"Chr1_supercontig_000000801" 58561 622787641
"Chr1_supercontig_000000802" 88231 622875872
"Chr1_supercontig_000000803" 11091 622886963
"Chr1_supercontig_000000804" 129071 623016034
"Chr1_supercontig_000000805" 41324 623057358
"Chr1_supercontig_000000806" 17374 623074732
"Chr1_supercontig_000000807" 73441 623148173
"Chr1_supercontig_000000808" 81764 623229937
"Chr1_supercontig_000000809" 68650 623298587
"Chr1_supercontig_000000810" 166261 623464848
"Chr1_supercontig_000000811" 14186 623479034
"Chr1_supercontig_000000812" 81684 623560718
"Chr1_supercontig_000000813" 85683 623646401
"Chr1_supercontig_000000814" 40800 623687201
"Chr1_supercontig_000000815" 22509 623709710
"Chr1_supercontig_000000816" 84914 623794624
"Chr1_supercontig_000000817" 93403 623888027
"Chr1_supercontig_000000818" 116298 624004325
"Chr1_supercontig_000000819" 146577 624150902
"Chr1_supercontig_000000820" 8340 624159242
"Chr1_supercontig_000000821" 47985 624207227
"Chr1_supercontig_000000822" 146818 624354045
"Chr1_supercontig_000000823" 11547 624365592
"Chr1_supercontig_000000824" 110898 624476490
"Chr1_supercontig_000000825" 3362 624479852
"Chr1_supercontig_000000826" 17502 624497354
"Chr1_supercontig_000000827" 169587 624666941
"Chr1_supercontig_000000828" 20791 624687732
"Chr1_supercontig_000000829" 33197 624720929
"Chr1_supercontig_000000830" 92930 624813859
"Chr1_supercontig_000000831" 18234 624832093
"Chr1_supercontig_000000832" 15510 624847603
"Chr1_supercontig_000000833" 29359 624876962
"Chr1_supercontig_000000834" 33474 624910436
"Chr1_supercontig_000000835" 129746 625040182
"Chr1_supercontig_000000836" 297612 625337794
"Chr1_supercontig_000000837" 26405 625364199
"Chr1_supercontig_000000838" 18450 625382649
"Chr1_supercontig_000000839" 91127 625473776
"Chr1_supercontig_000000840" 148289 625622065
"Chr1_supercontig_000000841" 82788 625704853
"Chr1_supercontig_000000842" 63530 625768383
"Chr1_supercontig_000000843" 67483 625835866
"Chr1_supercontig_000000844" 62786 625898652
"Chr1_supercontig_000000845" 151023 626049675
"Chr1_supercontig_000000846" 148876 626198551
"Chr1_supercontig_000000847" 29243 626227794
"Chr1_supercontig_000000848" 127341 626355135
"Chr1_supercontig_000000849" 26433 626381568
"Chr1_supercontig_000000850" 374635 626756203
"Chr1_supercontig_000000851" 34482 626790685
"Chr1_supercontig_000000852" 144571 626935256
"Chr1_supercontig_000000853" 27102 626962358
"Chr1_supercontig_000000854" 101735 627064093
"Chr1_supercontig_000000855" 56290 627120383
"Chr1_supercontig_000000856" 125483 627245866
"Chr1_supercontig_000000857" 66658 627312524
"Chr1_supercontig_000000858" 33322 627345846
"Chr1_supercontig_000000859" 36613 627382459
"Chr1_supercontig_000000860" 37657 627420116
"Chr1_supercontig_000000861" 45561 627465677
"Chr1_supercontig_000000862" 43454 627509131
"Chr1_supercontig_000000863" 58496 627567627
"Chr1_supercontig_000000864" 101672 627669299
"Chr1_supercontig_000000865" 14303 627683602
"Chr1_supercontig_000000866" 116898 627800500
"Chr1_supercontig_000000867" 50260 627850760
"Chr1_supercontig_000000868" 66766 627917526
"Chr1_supercontig_000000869" 8114 627925640
"Chr1_supercontig_000000870" 47910 627973550
"Chr1_supercontig_000000871" 22537 627996087
"Chr1_supercontig_000000872" 40540 628036627
"Chr1_supercontig_000000873" 71544 628108171
"Chr1_supercontig_000000874" 74839 628183010
"Chr1_supercontig_000000875" 88416 628271426
"Chr1_supercontig_000000876" 217365 628488791
"Chr1_supercontig_000000877" 50357 628539148
"Chr1_supercontig_000000878" 269224 628808372
"Chr1_supercontig_000000879" 48512 628856884
"Chr1_supercontig_000000880" 62794 628919678
"Chr1_supercontig_000000881" 51127 628970805
"Chr1_supercontig_000000882" 51845 629022650
"Chr1_supercontig_000000883" 26647 629049297
"Chr1_supercontig_000000884" 11414 629060711
"Chr1_supercontig_000000885" 77851 629138562
"Chr1_supercontig_000000886" 161414 629299976
"Chr1_supercontig_000000887" 8420 629308396
"Chr1_supercontig_000000888" 65493 629373889
"Chr1_supercontig_000000889" 39631 629413520
"Chr1_supercontig_000000890" 45060 629458580
"Chr1_supercontig_000000891" 62425 629521005
"Chr1_supercontig_000000892" 338746 629859751
"Chr1_supercontig_000000893" 31367 629891118
"Chr1_supercontig_000000894" 36629 629927747
"Chr1_supercontig_000000895" 76620 630004367
"Chr1_supercontig_000000896" 60952 630065319
"Chr1_supercontig_000000897" 27660 630092979
"Chr1_supercontig_000000898" 41250 630134229
"Chr1_supercontig_000000899" 23743 630157972
"Chr1_supercontig_000000900" 48937 630206909
"Chr1_supercontig_000000901" 56515 630263424
"Chr1_supercontig_000000902" 95666 630359090
"Chr1_supercontig_000000903" 49189 630408279
"Chr1_supercontig_000000904" 20685 630428964
"Chr1_supercontig_000000905" 50630 630479594
"Chr1_supercontig_000000906" 81050 630560644
"Chr1_supercontig_000000907" 88264 630648908
"Chr1_supercontig_000000908" 71383 630720291
"Chr1_supercontig_000000909" 10088 630730379
"Chr1_supercontig_000000910" 27087 630757466
"Chr1_supercontig_000000911" 26952 630784418
"Chr1_supercontig_000000912" 18867 630803285
"Chr1_supercontig_000000913" 89168 630892453
"Chr1_supercontig_000000914" 66568 630959021
"Chr1_supercontig_000000915" 91947 631050968
"Chr1_supercontig_000000916" 58503 631109471
"Chr1_supercontig_000000917" 109974 631219445
"Chr1_supercontig_000000918" 62216 631281661
"Chr1_supercontig_000000919" 96885 631378546
"Chr1_supercontig_000000920" 70121 631448667
"Chr1_supercontig_000000921" 72754 631521421
"Chr1_supercontig_000000922" 52789 631574210
"Chr1_supercontig_000000923" 192769 631766979
"Chr1_supercontig_000000924" 107201 631874180
"Chr1_supercontig_000000925" 6449 631880629
"Chr1_supercontig_000000926" 20183 631900812
"Chr1_supercontig_000000927" 181308 632082120
"Chr1_supercontig_000000928" 55990 632138110
"Chr1_supercontig_000000929" 33700 632171810
"Chr1_supercontig_000000930" 79689 632251499
"Chr1_supercontig_000000931" 173573 632425072
"Chr1_supercontig_000000932" 198010 632623082
"Chr1_supercontig_000000933" 17066 632640148
"Chr1_supercontig_000000934" 46855 632687003
"Chr1_supercontig_000000935" 28870 632715873
"Chr1_supercontig_000000936" 27886 632743759
"Chr1_supercontig_000000937" 17167 632760926
"Chr1_supercontig_000000938" 16969 632777895
"Chr1_supercontig_000000939" 63110 632841005
"Chr1_supercontig_000000940" 79076 632920081
"Chr1_supercontig_000000941" 87171 633007252
"Chr1_supercontig_000000942" 29078 633036330
"Chr1_supercontig_000000943" 47905 633084235
"Chr1_supercontig_000000944" 91196 633175431
"Chr1_supercontig_000000945" 81811 633257242
"Chr1_supercontig_000000946" 21402 633278644
"Chr1_supercontig_000000947" 57179 633335823
"Chr1_supercontig_000000948" 11900 633347723
"Chr1_supercontig_000000949" 65858 633413581
"Chr1_supercontig_000000950" 111262 633524843
"Chr1_supercontig_000000951" 86151 633610994
"Chr1_supercontig_000000952" 54903 633665897
"Chr1_supercontig_000000953" 126100 633791997
"Chr1_supercontig_000000954" 30545 633822542
"Chr1_supercontig_000000955" 53205 633875747
"Chr1_supercontig_000000956" 98933 633974680
"Chr1_supercontig_000000957" 45470 634020150
"Chr1_supercontig_000000958" 114613 634134763
"Chr1_supercontig_000000959" 5044 634139807
"Chr1_supercontig_000000960" 30395 634170202
"Chr1_supercontig_000000961" 39416 634209618
"Chr1_supercontig_000000962" 265330 634474948
"Chr1_supercontig_000000963" 20532 634495480
"Chr1_supercontig_000000964" 9230 634504710
"Chr1_supercontig_000000965" 30951 634535661
"Chr1_supercontig_000000966" 178596 634714257
"Chr1_supercontig_000000967" 42609 634756866
"Chr1_supercontig_000000968" 129121 634885987
"Chr1_supercontig_000000969" 115422 635001409
"Chr1_supercontig_000000970" 116804 635118213
"Chr1_supercontig_000000971" 39778 635157991
"Chr1_supercontig_000000972" 65656 635223647
"Chr1_supercontig_000000973" 83632 635307279
"Chr1_supercontig_000000974" 38032 635345311
"Chr1_supercontig_000000975" 41183 635386494
"Chr1_supercontig_000000976" 67558 635454052
"Chr1_supercontig_000000977" 18975 635473027
"Chr1_supercontig_000000978" 47088 635520115
"Chr1_supercontig_000000979" 107292 635627407
"Chr1_supercontig_000000980" 38587 635665994
"Chr1_supercontig_000000981" 18186 635684180
"Chr1_supercontig_000000982" 318463 636002643
"Chr1_supercontig_000000983" 32933 636035576
"Chr1_supercontig_000000984" 5120 636040696
